,Cluster Name,Keyword,#,Country,Difficulty,Volume,CPC,CPS,Parent Keyword,Last Update,SERP Features,Global volume,Traffic potential
3331,debenhams socks,debenhams ladies socks,3332,gb,0.0,150,,,fluffy socks,2022-01-03 07:05:31,"Sitelinks,Image pack",150,1000.0
3535,debenhams socks,debenhams mens socks,3536,gb,0.0,150,0.6,0.95,debenhams mens socks,2022-01-21 22:59:08,"Sitelinks,Image pack",150,450.0
4805,debenhams socks,debenhams socks,4806,gb,1.0,100,0.25,0.91,debenhams mens socks,2022-01-06 10:42:24,"Sitelinks,Image pack",100,500.0
4419,decathlon socks,decathlon compression socks,4420,gb,0.0,100,,0.87,calf compression sleeve,2022-01-02 12:15:43,"People also ask,Sitelinks,Image pack",200,900.0
3665,decathlon socks,decathlon running socks,3666,gb,0.0,150,0.2,0.94,running socks,2022-01-01 01:16:28,"Sitelinks,Top stories,Videos,Image pack",250,1100.0
1292,decathlon socks,decathlon socks,1293,gb,0.0,350,0.15,0.8,decathlon socks,2022-01-14 03:30:59,Image pack,1300,150.0
4619,decathlon socks,decathlon walking socks,4620,gb,0.0,100,,,walking socks,2022-01-11 12:33:21,"People also ask,Image pack",100,1700.0
968,dewalt socks,dewalt socks,969,gb,0.0,500,0.3,1.32,dewalt socks,2022-01-23 11:20:54,"Sitelinks,Image pack",800,250.0
2798,dewalt socks,dewalt work socks,2799,gb,0.0,150,,,dewalt socks,2021-12-31 00:07:32,Sitelinks,150,250.0
4817,diabetes socks,bed socks asda,4818,gb,1.0,100,0.3,0.85,womens socks,2022-01-18 21:12:38,"Image pack,Sitelinks",100,3200.0
1025,diabetes socks,bed socks for elderly,1026,gb,2.0,450,0.6,0.93,bed socks for elderly,2022-01-04 07:13:45,Image pack,500,150.0
4256,diabetes socks,best diabetic socks uk,4257,gb,10.0,100,,,diabetic socks for men,2022-01-10 06:08:51,"People also ask,Sitelinks",100,1700.0
2156,diabetes socks,boots diabetic socks,2157,gb,0.0,200,,,boots diabetic socks,2021-12-30 16:51:43,"Sitelinks,People also ask,Image pack",250,90.0
1888,diabetes socks,cosy bed socks,1889,gb,3.0,250,0.6,,cosy bed socks,2022-01-20 14:08:43,"Sitelinks,Image pack",250,100.0
4044,diabetes socks,diabetes socks,4045,gb,13.0,100,0.7,0.82,diabetic socks,2022-01-03 22:21:07,"People also ask,Sitelinks,Image pack",2200,3800.0
4269,diabetes socks,diabetic bed socks,4270,gb,2.0,100,0.45,,cosyfeet socks,2022-01-01 07:49:31,"People also ask,Sitelinks,Image pack",200,300.0
84,diabetes socks,diabetic socks,85,gb,14.0,3700,0.6,1.09,diabetic socks,2022-01-22 12:39:48,"Adwords top,People also ask,Image pack",25000,3200.0
145,diabetes socks,diabetic socks for men,146,gb,4.0,2500,0.6,1.34,mens diabetic socks,2022-01-22 00:49:22,"People also ask,Sitelinks,Image pack,Adwords bottom",10000,1300.0
1863,diabetes socks,diabetic socks men's,1864,gb,5.0,250,,,diabetic socks for men,2022-01-08 10:19:54,"People also ask,Image pack",250,2000.0
2378,diabetes socks,diabetic socks uk,2379,gb,8.0,200,0.6,1.09,diabetic socks,2022-01-17 15:55:08,"Sitelinks,People also ask",200,1900.0
4021,diabetes socks,extra wide diabetic socks,4022,gb,0.0,100,0.2,,extra wide diabetic socks,2022-01-09 05:26:21,"Sitelinks,People also ask",150,70.0
391,diabetes socks,socks diabetic,392,gb,14.0,1100,,,diabetic socks,2022-01-20 17:36:41,"People also ask,Sitelinks",1400,2100.0
2181,diabetes socks,socks for diabetics,2182,gb,15.0,200,0.7,1.59,diabetic socks,2022-01-01 06:35:07,"People also ask,Sitelinks,Image pack",2600,2800.0
2517,diabetes socks,socks for diabetics uk,2518,gb,8.0,200,0.6,1.17,diabetic socks,2022-01-08 02:43:40,"People also ask,Sitelinks",200,2000.0
1418,diabetes socks,tesco diabetic socks,1419,gb,3.0,350,,,tesco diabetic socks,2022-01-22 22:51:06,"Sitelinks,People also ask,Image pack",350,250.0
2897,diabetes socks,warm bed socks,2898,gb,2.0,150,1.0,,warm bed socks,2022-01-20 03:33:16,"People also ask,Sitelinks,Image pack",250,20.0
425,dinosaur socks,dinosaur socks,426,gb,0.0,1000,0.7,0.99,dinosaur socks,2022-01-19 21:41:22,"Sitelinks,Image pack",2800,500.0
1736,dinosaur socks,dinosaur socks kids,1737,gb,0.0,300,,,dinosaur socks,2021-12-31 19:58:11,"Sitelinks,Image pack",500,400.0
2054,dinosaur socks,dinosaur socks mens,2055,gb,0.0,250,,,dinosaur socks,2022-01-06 10:51:53,Sitelinks,400,700.0
3272,dinosaur socks,fluffy mens socks,3273,gb,2.0,150,,,mens fluffy socks,2022-01-02 14:33:26,Image pack,250,3300.0
837,dinosaur socks,fluffy socks mens,838,gb,2.0,600,,0.93,mens fluffy socks,2022-01-22 05:04:58,"Sitelinks,Image pack",800,3000.0
1756,dinosaur socks,marvel socks mens,1757,gb,0.0,250,0.35,,marvel socks,2022-01-17 02:12:24,Sitelinks,600,250.0
4810,dinosaur socks,mens animal socks,4811,gb,0.0,100,1.1,,mens animal socks,2022-01-13 06:26:00,"Sitelinks,Image pack",150,60.0
3330,dinosaur socks,mens disney socks,3331,gb,0.0,150,0.4,,mens disney socks,2022-01-05 03:05:03,"Sitelinks,Image pack",350,70.0
59,dinosaur socks,mens fluffy socks,60,gb,2.0,4900,0.45,1.28,mens fluffy socks,2022-01-22 16:46:57,"Sitelinks,Image pack",5600,3000.0
3189,dinosaur socks,mens marvel socks,3190,gb,0.0,150,,,marvel socks,2021-12-30 19:29:20,"Sitelinks,Image pack",400,200.0
1535,dinosaur socks,pokemon socks mens,1536,gb,0.0,300,,1.31,pokemon socks mens,2022-01-19 10:10:54,Sitelinks,700,250.0
3680,dog paw socks,dog paw socks,3681,gb,2.0,150,0.4,,doggy shoes,2022-01-02 11:15:13,"Sitelinks,People also ask,Image pack,Top stories,Videos",700,7100.0
2423,dog paw socks,dog socks to stop licking paws,2424,gb,1.0,200,,,dog socks to stop licking paws,2022-01-10 15:11:43,"Sitelinks,People also ask,Top stories,Videos",400,150.0
4446,double doc socks,best socks for doc martens,4447,gb,0.0,100,,,socks to wear with doc martens,2022-01-11 18:35:40,"People also ask,Sitelinks,Image pack",450,500.0
4820,double doc socks,best socks to wear with doc martens,4821,gb,0.0,100,,,socks to wear with doc martens,2022-01-07 01:07:31,"People also ask,Sitelinks,Image pack",300,500.0
907,double doc socks,doc martens socks,908,gb,0.0,500,0.45,1.08,dr martens socks,2022-01-18 18:14:14,"People also ask,Sitelinks",1400,3400.0
4942,double doc socks,doc martens socks uk,4943,gb,0.0,90,,,dr martens socks,2022-01-10 16:36:40,"Sitelinks,People also ask,Image pack",90,3700.0
1397,double doc socks,double doc socks,1398,gb,0.0,350,0.35,,dr martens double doc socks,2022-01-04 13:07:47,"Sitelinks,People also ask,Image pack",600,350.0
2513,double doc socks,dr martens double doc socks,2514,gb,0.0,200,,,dr martens double doc socks,2021-12-31 14:16:07,"Sitelinks,Image pack",250,350.0
4296,double doc socks,socks for doc martens,4297,gb,0.0,100,,,dr martens socks,2022-01-08 16:22:48,"Sitelinks,People also ask",1000,3700.0
1944,double doc socks,socks to wear with doc martens,1945,gb,0.0,250,,,socks to wear with doc martens,2022-01-13 02:18:24,"People also ask,Sitelinks,Image pack",1000,500.0
3207,double layer socks,double layer running socks,3208,gb,14.0,150,0.9,,1000 mile running socks,2022-01-21 04:46:58,"Sitelinks,People also ask",300,200.0
1833,double layer socks,double layer socks,1834,gb,0.0,250,0.5,1.05,double layer socks,2022-01-22 19:12:42,"People also ask,Sitelinks,Image pack",700,90.0
3223,double layer socks,double layer walking socks,3224,gb,0.0,150,0.6,1.9,double layer walking socks,2022-01-16 11:32:56,"Sitelinks,People also ask,Image pack",200,80.0
4185,dragon socks,dragon ball z socks,4186,gb,0.0,100,0.25,,dragon ball z socks,2021-12-30 05:29:08,"Sitelinks,Image pack",900,50.0
3327,dragon socks,dragon socks,3328,gb,0.0,150,0.35,0.9,dragon socks,2022-01-22 16:08:56,"Image pack,Sitelinks",600,20.0
2493,drymax socks,drymax socks,2494,gb,6.0,200,0.3,1.1,drymax socks,2022-01-14 20:44:41,"Sitelinks,People also ask,Top stories,Videos,Image pack",2700,200.0
3718,drymax socks,drymax socks uk,3719,gb,2.0,150,0.3,1.28,drymax socks,2022-01-21 16:15:08,"People also ask,Sitelinks,Image pack",150,200.0
4047,dvt socks,dvt compression socks,4048,gb,12.0,100,0.8,,compression stockings for dvt,2022-01-10 00:26:45,"Sitelinks,People also ask,Image pack",450,70.0
1675,dvt socks,dvt socks,1676,gb,37.0,300,0.6,0.89,compression socks,2022-01-02 03:18:05,"Sitelinks,People also ask,Image pack",700,13000.0
3064,dyeing socks,adidas tie dye socks,3065,gb,0.0,150,,,tie dye socks uk,2022-01-10 16:36:53,"Sitelinks,Image pack",300,0.0
3858,dyeing socks,dyeing socks,3859,gb,3.0,100,,,dyeing socks,2021-12-31 13:06:47,"Shopping results,Thumbnails,Featured snippet,People also ask,Top stories,Videos,Image pack",150,40.0
815,dyeing socks,how to tie dye socks,816,gb,4.0,600,0.05,,how to tie dye socks,2022-01-22 02:40:00,"Featured snippet,Thumbnails,Top stories,Videos,People also ask,Sitelinks,Image pack",3500,300.0
4229,dyeing socks,how to tie-dye socks,4230,gb,4.0,100,,,how to tie dye socks,2022-01-02 19:45:54,"Featured snippet,Thumbnails,Top stories,Videos,People also ask,Image pack",100,300.0
4890,dyeing socks,mens tie dye socks,4891,gb,0.0,100,,,mens tie dye socks,2022-01-14 08:41:53,"Sitelinks,Shopping results,Thumbnails,Image pack,Top stories,Videos",400,20.0
4618,dyeing socks,nike socks tie dye,4619,gb,0.0,100,,,nike tie dye socks,2022-01-08 04:30:11,"Sitelinks,Shopping results,Thumbnails,Image pack,People also ask,Top stories,Videos",800,2200.0
110,dyeing socks,nike tie dye socks,111,gb,0.0,3000,0.35,,nike tie dye socks,2022-01-22 18:03:38,"Sitelinks,People also ask,Image pack",11000,2500.0
135,dyeing socks,tie dye nike socks,136,gb,0.0,2600,,,nike tie dye socks,2022-01-22 16:29:54,"Sitelinks,People also ask,Image pack,Top stories,Videos",10000,2500.0
1842,dyeing socks,tie dye nike socks uk,1843,gb,0.0,250,,,nike tie dye socks,2022-01-13 00:36:37,"Sitelinks,People also ask,Image pack",250,2200.0
107,dyeing socks,tie dye socks,108,gb,2.0,3100,0.45,0.57,tie dye socks,2022-01-22 16:00:36,"Top stories,Videos,People also ask,Sitelinks,Image pack",14000,800.0
1917,dyeing socks,tie dye socks nike,1918,gb,0.0,250,0.7,,nike tie dye socks,2022-01-13 11:23:50,"People also ask,Sitelinks,Top stories,Videos,Image pack",900,2300.0
4552,dyeing socks,tie dye sport socks,4553,gb,0.0,100,,,nike tie dye socks,2022-01-11 09:38:21,"Sitelinks,Image pack,People also ask,Top stories,Videos",150,1100.0
2080,dyeing socks,tie-dye socks,2081,gb,2.0,250,0.35,,tie dye socks,2021-12-31 05:26:30,"Top stories,Videos,People also ask,Sitelinks,Image pack",250,500.0
2249,dyeing socks,tye dye socks,2250,gb,1.0,200,,,tie dye socks,2022-01-14 07:27:18,"Top stories,Videos,People also ask,Image pack",700,800.0
4159,eco socks uk,aqua socks uk,4160,gb,0.0,100,0.45,1.06,swimming socks,2022-01-18 20:35:50,"Sitelinks,People also ask,Image pack",100,1600.0
4324,eco socks uk,eco friendly socks uk,4325,gb,3.0,100,,,ethical socks uk,2022-01-07 04:54:40,"Sitelinks,People also ask",100,500.0
2986,eco socks uk,eco socks uk,2987,gb,4.0,150,,,ethical socks uk,2022-01-09 02:09:25,"Sitelinks,People also ask",150,500.0
4167,eco socks uk,organic socks uk,4168,gb,9.0,100,1.0,,organic socks,2022-01-12 12:45:59,"Sitelinks,Image pack",100,200.0
2111,eco socks uk,sustainable socks uk,2112,gb,4.0,200,,,ethical socks uk,2021-12-30 21:00:20,"People also ask,Sitelinks",200,500.0
3782,embroidered happy socks,custom embroidered socks,3783,gb,0.0,100,,,personalised embroidered socks,2022-01-10 03:35:19,Sitelinks,450,300.0
2235,embroidered happy socks,embroidered happy socks,2236,gb,0.0,200,,,embroidered happy socks,2022-01-01 21:49:12,Sitelinks,200,90.0
4413,embroidered happy socks,embroidered socks custom,4414,gb,0.0,100,,,personalised embroidered socks,2022-01-02 16:41:08,"Sitelinks,Image pack",200,350.0
3700,embroidered happy socks,personalised embroidered socks,3701,gb,0.0,150,,,embroidered socks,2022-01-01 05:08:02,Image pack,150,350.0
921,embroidered happy socks,personalised photo socks,922,gb,7.0,500,,1.53,personalised socks,2022-01-22 01:20:51,Sitelinks,700,5900.0
2092,endura socks,endura socks,2093,gb,0.0,250,0.8,0.93,endura socks,2022-01-22 19:21:48,"Sitelinks,Image pack",400,200.0
3268,endura socks,endura waterproof socks,3269,gb,0.0,150,,,endura waterproof socks,2022-01-10 22:37:57,Sitelinks,150,20.0
4456,england goalkeeper socks,england goal keeper socks,4457,gb,0.0,100,,,england football socks,2022-01-09 16:08:37,"Sitelinks,People also ask,Image pack",100,300.0
4212,england goalkeeper socks,england goalkeeper socks,4213,gb,6.0,100,,,england shirt,2021-12-31 00:15:11,"Sitelinks,Image pack",100,124000.0
1641,exfoliating socks,exfoliating foot socks,1642,gb,3.0,300,,0.88,footner exfoliating socks,2022-01-04 23:31:15,"People also ask,Sitelinks,Top stories,Videos",500,3200.0
776,exfoliating socks,exfoliating socks,777,gb,10.0,600,0.35,0.98,footner exfoliating socks,2022-01-21 00:52:27,"People also ask,Sitelinks,Top stories,Videos",3500,3400.0
2804,exfoliating socks,foot exfoliating socks,2805,gb,14.0,150,0.5,1.02,footner exfoliating socks,2021-12-28 05:05:52,"People also ask,Sitelinks,Top stories,Videos",450,3100.0
1008,exfoliating socks,foot exfoliator socks,1009,gb,12.0,500,,,footner exfoliating socks,2022-01-22 01:04:57,"Sitelinks,People also ask,Top stories,Videos",600,1300.0
187,exfoliating socks,footner exfoliating socks,188,gb,10.0,2100,0.45,1.1,footner exfoliating socks,2022-01-20 04:37:12,"People also ask,Top stories,Videos,Sitelinks",4800,3400.0
2099,exfoliating socks,footner exfoliating socks review,2100,gb,3.0,250,0.5,,footner exfoliating socks review,2021-12-30 03:41:17,"People also ask,Top stories,Videos",250,150.0
3175,fairisle socks,fair isle slipper socks,3176,gb,0.0,150,0.6,,fair isle slipper socks,2021-12-30 13:00:28,"Image pack,Sitelinks",200,20.0
779,fairisle socks,fair isle socks,780,gb,0.0,600,0.6,1.52,fairisle socks,2022-01-22 03:54:31,"Sitelinks,Image pack,Top stories,Videos",1200,450.0
2610,fairisle socks,fair isle socks mens,2611,gb,0.0,200,,,mens fairisle socks,2022-01-08 04:08:50,"Sitelinks,Image pack",250,10.0
2837,fairisle socks,fair isle wool socks,2838,gb,0.0,150,0.9,,fairisle socks,2022-01-14 07:49:43,"Sitelinks,Image pack",200,250.0
800,fairisle socks,fairisle socks,801,gb,0.0,600,1.1,1.06,fair isle socks,2022-01-21 13:45:40,"Sitelinks,Image pack",700,300.0
2160,fairisle socks,mens fair isle socks,2161,gb,0.0,200,,,fair isle socks mens,2022-01-12 13:38:24,"Image pack,Sitelinks",400,90.0
3260,family socks,family matching socks,3261,gb,0.0,150,,,parent and child matching socks,2021-12-30 06:14:08,"Shopping results,Thumbnails,Sitelinks,Image pack",250,100.0
2882,family socks,family socks,2883,gb,1.0,150,1.3,,family socks,2022-01-15 03:00:15,"Sitelinks,Top stories,Videos,Image pack",500,150.0
4300,family socks,matching family socks,4301,gb,0.0,100,,,family socks,2022-01-03 00:57:07,"Sitelinks,Image pack",300,150.0
2978,family socks,matching family socks uk,2979,gb,0.0,150,,,family socks,2021-12-31 01:47:37,Sitelinks,150,150.0
4514,family socks,matching socks for couples,4515,gb,0.0,100,,,matching socks for couples,2022-01-01 14:36:12,"Sitelinks,Image pack",600,100.0
3993,fatface socks,fat face fluffy socks,3994,gb,0.0,100,1.0,,fat face socks,2022-01-08 18:59:10,Sitelinks,100,2700.0
3522,fatface socks,fat face slipper socks,3523,gb,0.0,150,0.35,0.96,fat face socks,2022-01-16 04:52:24,"Sitelinks,Image pack",150,2600.0
357,fatface socks,fat face socks,358,gb,1.0,1200,0.2,0.97,fat face socks,2022-01-22 06:44:01,"Sitelinks,Image pack",1300,2400.0
2336,fatface socks,fatface mens socks,2337,gb,0.0,200,,,fat face underwear,2022-01-13 22:10:34,"Sitelinks,Image pack",200,600.0
1634,fatface socks,fatface slipper socks,1635,gb,0.0,300,,,fat face socks,2021-12-31 17:51:58,"Sitelinks,Image pack",300,2600.0
770,fatface socks,fatface socks,771,gb,1.0,600,,1.09,fat face socks,2022-01-22 20:26:22,"Sitelinks,Image pack",700,2400.0
2719,fatface socks,socks fat face,2720,gb,0.0,150,,,fat face socks,2022-01-07 12:58:33,Image pack,250,2800.0
1749,fish socks,fish socks,1750,gb,0.0,300,0.4,0.26,fishing sock,2022-01-17 23:20:13,"Image pack,Sitelinks",1400,50.0
1133,fish socks,fisherman socks,1134,gb,0.0,400,0.35,1.05,fisherman socks,2022-01-22 16:44:02,"Sitelinks,Image pack",450,150.0
4662,fish socks,fishermans socks,4663,gb,0.0,100,0.35,1.17,fisherman socks,2022-01-16 08:39:47,"Sitelinks,Image pack",150,150.0
1093,fish socks,fishing socks,1094,gb,0.0,450,0.45,1.13,fishing socks,2022-01-19 11:43:57,"Shopping results,Thumbnails,Sitelinks,Top stories,Videos",1200,250.0
2403,fish socks,fishnet ankle socks,2404,gb,0.0,200,0.45,1.24,fishnet socks,2022-01-08 09:38:16,Sitelinks,700,600.0
248,fish socks,fishnet socks,249,gb,0.0,1600,0.3,0.84,fishnet socks,2022-01-20 16:15:14,"Sitelinks,Image pack,Top stories,Videos",10000,600.0
4880,fish socks,knee high fishnet socks,4881,gb,0.0,100,0.6,,knee high fishnet socks,2022-01-22 11:35:55,Sitelinks,400,40.0
4697,flame socks,30th birthday socks,4698,gb,0.0,100,0.2,,30th birthday socks,2022-01-18 13:44:58,"Sitelinks,Image pack",150,40.0
4119,flame socks,40th birthday socks,4120,gb,0.0,100,0.6,,40th birthday socks,2022-01-09 15:04:21,"Sitelinks,Image pack",150,60.0
1161,flame socks,flame socks,1162,gb,0.0,400,0.35,,flame socks,2022-01-21 07:54:03,"Image pack,Sitelinks",1700,60.0
1483,flame socks,flamingo socks,1484,gb,0.0,300,0.5,1.0,flamingo socks,2022-01-21 18:21:29,"Sitelinks,Image pack",1600,80.0
3487,floral socks,floral socks,3488,gb,0.0,150,0.7,,floral socks,2022-01-02 05:18:52,"Image pack,Sitelinks",1100,20.0
2686,floral socks,flower socks,2687,gb,0.0,150,0.9,,flower socks,2022-01-19 23:31:13,"Sitelinks,Top stories,Videos,Image pack",900,40.0
3248,floral socks,sunflower socks,3249,gb,0.0,150,0.7,,sunflower socks,2022-01-01 16:52:09,"Sitelinks,Image pack",700,70.0
4001,foot peel socks,boots foot peel socks,4002,gb,3.0,100,,,foot peel,2022-01-09 20:10:29,"Sitelinks,People also ask,Image pack",100,1900.0
3028,foot peel socks,foot mask socks,3029,gb,5.0,150,0.6,0.86,footner exfoliating socks,2022-01-22 00:09:05,"People also ask,Sitelinks,Top stories,Videos",200,1300.0
563,foot peel socks,foot peel socks,564,gb,10.0,800,0.4,1.2,footner exfoliating socks,2022-01-20 00:14:12,"Featured snippet,People also ask,Sitelinks,Top stories,Videos",1500,3400.0
2753,fox in socks,asda slipper socks,2754,gb,62.0,150,,0.95,womens slippers,2022-01-20 07:31:59,"Image pack,Sitelinks",150,50000.0
2726,fox in socks,bootie slipper socks,2727,gb,0.0,150,0.9,,baby sock booties,2022-01-21 04:40:15,"Image pack,Sitelinks",350,250.0
3242,fox in socks,cable knit slipper socks,3243,gb,0.0,150,0.35,,cable knit slipper socks,2022-01-17 04:19:12,"Sitelinks,Image pack,Top stories,Videos",250,20.0
2258,fox in socks,cat slipper socks,2259,gb,0.0,200,0.25,,cat slippers,2022-01-12 19:55:53,"Sitelinks,Image pack",400,1300.0
495,fox in socks,fox in socks,496,gb,8.0,900,0.1,0.55,fox in socks,2022-01-21 13:31:43,"Top stories,Videos,Sitelinks,People also ask,Knowledge panel,Image pack",18000,100.0
4961,fox in socks,fox slipper socks,4962,gb,0.0,90,0.2,,socks fox,2022-01-12 08:48:48,"Image pack,Sitelinks",150,0.0
1727,fox in socks,slipper boot socks,1728,gb,0.0,300,,,slipper socks boots,2021-12-29 22:15:20,"Shopping results,Thumbnails,Sitelinks,Image pack,Top stories,Videos",300,150.0
3991,fox in socks,xmas slipper socks,3992,gb,0.0,100,0.25,,christmas slipper socks,2022-01-12 18:00:55,"Sitelinks,Image pack",150,1400.0
3065,gacha socks,flip flop socks uk,3066,gb,0.0,150,0.5,1.43,flip flops socks,2022-01-14 23:18:41,"People also ask,Sitelinks,Image pack",150,1000.0
3338,gacha socks,gacha life socks,3339,gb,0.0,150,,,gacha socks,2022-01-07 14:38:56,Sitelinks,900,50.0
4822,gacha socks,gacha socks,4823,gb,0.0,100,,,gacha life socks,2022-01-11 12:03:40,"Sitelinks,Top stories,Videos",800,80.0
480,gacha socks,socks flip flops,481,gb,6.0,900,,,flip flops socks,2022-01-19 05:59:52,"Image pack,Sitelinks,People also ask,Top stories,Videos",1200,1000.0
664,gamer socks,gamer socks,665,gb,0.0,700,,0.71,game socks,2022-01-20 08:43:49,"Sitelinks,Image pack,Top stories,Videos",1500,1000.0
2065,gamer socks,gaming socks uk,2066,gb,0.0,250,,,gaming socks,2021-12-30 19:07:35,"Shopping results,Thumbnails,Sitelinks,Image pack",250,500.0
505,gaming socks,gaming socks,506,gb,0.0,900,0.45,0.78,game socks,2022-01-23 01:24:33,"Sitelinks,Image pack",3700,1000.0
1565,gaming socks,odd socks cheats,1566,gb,0.0,300,,,odd socks cheats,2022-01-03 21:54:03,Sitelinks,300,100.0
1346,gaming socks,odd socks game,1347,gb,0.0,350,1.1,0.65,play odd socks game,2022-01-16 20:49:58,"Sitelinks,People also ask,Knowledge panel,Top stories,Videos",500,100.0
2638,gaming socks,odd socks game cheats,2639,gb,0.0,200,0.0,,odd socks cheats,2021-12-31 10:20:09,Sitelinks,200,100.0
393,gaming socks,oddballs socks,394,gb,0.0,1100,0.4,0.97,oddballs socks,2022-01-21 02:52:32,"Sitelinks,Image pack",1300,400.0
4261,gaming socks,play odd socks game,4262,gb,0.0,100,0.0,,odd socks app,2022-01-02 01:05:13,Sitelinks,100,60.0
4882,gant socks,ganni socks,4883,gb,0.0,100,,,ganni socks,2021-12-31 11:44:04,"Sitelinks,Image pack",200,40.0
4976,gant socks,gant socks,4977,gb,0.0,90,0.8,1.23,gant socks,2021-12-30 20:40:44,"Sitelinks,Image pack",150,40.0
4583,gant socks,homeless socks,4584,gb,2.0,100,,,socks homeless,2022-01-20 08:55:32,"Sitelinks,Top stories,Videos,Image pack",350,350.0
1989,gant socks,socks homeless,1990,gb,1.0,250,,,socks for homeless,2021-12-31 17:15:41,"Adwords top,Sitelinks,Top stories,Videos,Image pack",250,200.0
2307,girls navy socks,boys knee high socks,2308,gb,0.0,200,0.7,0.85,boys knee high socks,2022-01-15 11:20:12,"People also ask,Sitelinks,Image pack",450,200.0
4485,girls navy socks,girls black knee high socks,4486,gb,0.0,100,0.7,,girls black knee high socks,2022-01-22 21:58:15,Sitelinks,150,40.0
4869,girls navy socks,girls football socks,4870,gb,0.0,100,0.4,,girls football socks,2022-01-01 10:37:57,"Sitelinks,Image pack",150,40.0
4855,girls navy socks,girls grey ankle socks,4856,gb,0.0,100,0.3,,girls grey ankle socks,2022-01-06 13:58:36,Sitelinks,100,30.0
3795,girls navy socks,girls grey school socks,3796,gb,0.0,100,0.4,1.42,grey school socks,2022-01-16 06:07:11,"Sitelinks,Image pack",100,250.0
1014,girls navy socks,girls knee high socks,1015,gb,0.0,450,0.6,0.99,girl knee high socks,2022-01-22 00:49:08,Sitelinks,2200,1000.0
4693,girls navy socks,girls navy socks,4694,gb,0.0,100,0.5,,school socks,2021-12-31 02:09:36,"Sitelinks,Image pack",150,1100.0
3315,girls navy socks,girls white frilly socks,3316,gb,0.0,150,,,girls frilly socks,2022-01-06 11:29:05,Sitelinks,150,500.0
2264,girls navy socks,knee high school socks white,2265,gb,0.0,200,,,knee high school socks white,2021-12-30 08:24:31,"Image pack,People also ask,Sitelinks",200,200.0
403,glitter socks,glitter socks,404,gb,0.0,1100,0.6,1.34,glitter socks,2022-01-20 09:29:52,"Sitelinks,Image pack",2500,800.0
2560,glitter socks,glitter socks uk,2561,gb,0.0,200,,,glitter socks,2022-01-16 16:08:55,"Sitelinks,Image pack",200,800.0
150,glitter socks,hunting socks,151,gb,5.0,2500,0.6,1.0,hunting socks,2022-01-22 20:44:08,"People also ask,Sitelinks,Image pack",7700,900.0
4569,glitter socks,wolford socks,4570,gb,0.0,100,1.3,,wolford socks,2021-12-28 00:09:20,"Sitelinks,Image pack",450,60.0
3828,golf club socks,best golf socks,3829,gb,3.0,100,0.9,,best golf socks,2022-01-14 17:51:25,"People also ask,Sitelinks",1300,100.0
4753,golf club socks,best golf socks uk,4754,gb,4.0,100,,,best golf socks uk,2022-01-13 11:26:36,"People also ask,Sitelinks",100,70.0
1022,golf club socks,christmas novelty socks,1023,gb,0.0,450,0.6,,christmas socks,2021-12-30 07:30:15,"Sitelinks,Image pack",500,3000.0
4825,golf club socks,footjoy golf socks uk,4826,gb,0.0,100,,,footjoy socks,2021-12-30 20:38:48,"Sitelinks,Image pack",150,500.0
3011,golf club socks,footjoy prodry golf socks,3012,gb,0.0,150,0.4,,footjoy pro dry socks,2022-01-08 21:46:35,"Sitelinks,Image pack",250,150.0
2053,golf club socks,golf club socks,2054,gb,7.0,250,0.6,0.67,golf head covers,2021-12-28 05:17:38,"Shopping results,Thumbnails,Sitelinks,People also ask,Image pack",800,2100.0
3369,golf club socks,golf wang socks,3370,gb,0.0,150,0.3,,golf wang socks,2022-01-03 19:50:30,"Image pack,Sitelinks,Top stories,Videos",800,80.0
1309,golf club socks,novelty christmas socks,1310,gb,0.0,350,0.35,2.19,christmas socks,2022-01-15 22:48:35,Image pack,500,3200.0
4305,golf club socks,novelty golf socks,4306,gb,0.0,100,0.5,,funny golf socks,2021-12-31 04:28:06,Image pack,250,50.0
1485,golf club socks,novelty socks uk,1486,gb,3.0,300,0.8,1.33,cool socks,2022-01-06 06:19:26,"Sitelinks,Image pack",300,3700.0
4057,golf club socks,personalised golf socks,4058,gb,0.0,100,,,personalised golf socks,2022-01-07 20:47:01,"Sitelinks,Image pack",100,20.0
766,goretex socks,gore tex socks,767,gb,1.0,600,0.5,1.16,gore tex socks,2022-01-19 21:14:04,"People also ask,Sitelinks,Image pack,Top stories,Videos",2000,700.0
2187,goretex socks,gore tex socks uk,2188,gb,1.0,200,0.4,1.24,gore tex socks,2022-01-19 21:54:20,"People also ask,Sitelinks",200,700.0
1758,goretex socks,gore-tex socks,1759,gb,0.0,250,0.6,,gore tex socks,2022-01-22 15:32:21,"Sitelinks,People also ask,Top stories,Videos,Image pack",400,700.0
1319,goretex socks,goretex socks,1320,gb,1.0,350,0.6,1.31,gore tex socks,2022-01-19 12:33:32,"Sitelinks,People also ask,Top stories,Videos,Image pack",700,700.0
3045,goretex socks,goretex socks uk,3046,gb,3.0,150,,,gore tex socks,2022-01-12 09:51:38,"People also ask,Sitelinks",150,700.0
810,goretex socks,men's no show socks,811,gb,9.0,600,0.8,1.21,invisible socks mens,2022-01-21 02:44:04,"People also ask,Top stories,Videos",3700,800.0
4141,goretex socks,mens no show socks,4142,gb,9.0,100,0.9,0.88,men's no show socks,2022-01-01 14:02:07,"Top stories,Videos,Image pack",1900,800.0
